T,S
167,0
74,0
108,0
12,0
3,1
6,0
2,0
149,1
3,0
10,0
112,0
384,0
19,0
48,0
21,0
82,0
75,0
18,0
55,1
85,0
11,0
62,0
20,0
79,0
22,0
40,0
46,0
3,0
106,0
10,1
38,0
4,0
2,0
149,0
6,0
3,1
7,1
37,0
203,0
245,0
113,0
3,0
285,0
103,0
54,1
37,0
89,0
163,0
2,0
91,0
7,0
4,0
4,0
10,0
249,0
3,0
5,1
14,0
23,0
30,1
63,0
299,0
163,0
253,0
54,0
246,0
179,1
8,1
2,0
121,0
286,0
2,0
45,0
6,0
33,0
6,1
238,0
117,0
8,0
9,1
71,0
211,0
9,0
4,1
165,0
227,0
140,0
148,0
151,0
19,0
9,0
3,0
143,0
201,0
13,0
64,0
12,0
102,0
186,0
71,0
41,0
66,0
17,0
107,0
27,0
328,0
180,0
462,0
34,0
151,0
26,0
311,0
18,0
9,0
8,1
30,0
185,0
2,0
4,0
11,0
43,0
92,0
9,0
18,0
93,0
66,0
15,0
3,1
487,0
14,0
30,0
6,0
3,0
14,1
10,0
75,1
43,0
5,1
3,1
100,0
10,0
24,1
6,0
3,0
74,0
48,0
20,1
259,1
25,0
47,0
26,0
8,0
71,0
9,0
40,0
4,0
20,0
25,1
10,0
604,0
78,0
9,0
36,0
2,0
34,0
19,1
8,0
85,0
2,0
120,0
82,0
114,0
8,0
4,1
4,0
141,0
2,0
122,0
7,0
7,0
7,0
25,0
6,0
6,1
27,0
71,0
33,0
12,0
48,0
36,0
3,0
88,0
302,0
4,0
39,0
25,0
38,0
39,0
43,0
33,0
345,0
3,0
83,0
6,1
9,0
14,0
29,0
78,0
4,0
52,0
179,0
2,0
175,0
105,0
3,0
14,0
17,0
27,0
3,0
146,0
16,0
16,0
83,0
19,0
43,0
11,0
343,0
10,0
3,0
28,0
24,0
30,0
9,0
82,0
16,0
23,0
11,0
62,0
10,1
2,0
163,0
56,0
6,0
4,0
224,0
2,0
6,0
13,0
86,0
204,0
2,0
183,0
95,0
207,0
238,0
4,0
4,0
51,0
42,1
53,0
20,0
10,1
4,0
157,1
11,0
52,0
7,0
29,0
146,0
3,0
9,0
110,0
7,0
10,0
12,0
34,0
4,0
95,0
118,0
240,0
14,1
36,0
27,0
9,0
35,0
7,0
22,0
108,0
4,0
10,1
1,0
38,0
5,1
11,0
6,0
63,0
102,0
163,0
95,0
11,0
64,0
6,0
48,1
11,0
6,0
91,0
120,0
7,0
8,0
18,0
9,0
226,1
2,0
82,0
165,0
3,0
10,0
36,0
142,0
55,0
29,0
2,0
6,0
10,0
85,0
4,0
4,0
8,0
35,0
48,0
2,0
4,1
148,0
71,0
2,0
20,0
154,0
88,0
72,0
23,1
6,0
266,0
4,0
159,0
49,0
480,0
48,0
7,0
6,0
19,0
44,0
97,0
174,0
79,0
127,0
3,0
2,0
2,0
13,0
11,1
20,0
198,0
91,0
99,0
6,0
2,0
2,0
17,0
2,0
11,0
14,0
21,0
9,0
134,0
6,0
177,0
11,0
69,0
88,0
254,0
5,0
45,0
2,0
2,0
7,0
9,0
4,0
17,0
47,0
4,0
22,0
4,0
20,0
19,0
34,0
9,0
1,0
218,0
394,0
18,0
21,0
102,0
6,0
6,0
451,0
87,0
60,0
86,0
6,0
311,0
98,0
247,0
318,0
158,0
122,0
16,0
248,0
185,0
16,0
88,0
1,0
68,0
50,0
89,0
8,0
13,0
13,0
202,0
23,0
235,0
31,0
112,0
10,0
10,0
112,0
3,0
12,0
2,0
31,0
109,0
2,0
4,0
5,0
62,0
3,0
173,1
8,0
10,0
5,0
4,0
34,1
227,0
32,0
4,1
422,1
13,0
84,0
3,0
2,0
4,1
117,0
3,0
4,0
5,0
132,0
2,0
10,0
135,0
2,1
15,0
87,0
4,1
57,1
4,0
184,0
9,1
4,0
4,0
41,0
15,0
275,0
5,1
112,0
106,0
41,0
6,0
39,0
64,0
11,0
17,0
506,0
38,0
8,0
11,0
41,0
4,0
11,0
3,0
17,0
253,0
4,1
44,0
17,0
32,0
10,0
13,0
5,1
3,0
4,0
4,0
2,0
260,0
44,0
32,0
79,0
2,0
10,0
11,0
4,0
11,0
163,0
98,0
73,0
124,0
51,0
26,0
46,0
5,0
63,0
86,0
2,0
16,0
3,0
94,0
2,0
9,0
16,0
40,0
32,0
2,1
4,1
5,0
74,0
190,0
4,0
3,0
3,0
5,0
55,0
20,0
28,0
274,0
7,0
9,0
4,1
4,0
17,0
46,0
28,0
389,0
2,0
2,1
2,0
175,0
15,0
6,0
18,0
97,0
81,0
111,0
46,0
12,0
9,0
2,0
277,0
6,0
62,0
19,0
178,0
2,0
118,1
82,0
4,0
4,0
25,0
8,0
16,0
39,0
27,0
453,0
88,0
5,0
147,0
25,0
158,0
78,0
13,0
363,0
23,0
12,0
6,1
65,0
10,0
45,0
8,1
170,0
10,0
8,0
9,0
11,0
255,0
68,0
35,0
24,0
2,1
16,0
65,0
70,0
5,0
56,0
14,0
17,0
79,0
143,0
2,0
80,0
15,1
119,0
16,0
9,0
32,1
192,0
7,0
2,0
27,0
2,0
33,0
6,1
14,0
22,0
12,0
4,1
72,0
8,0
2,0
2,0
40,0
69,0
2,0
10,0
2,0
54,0
8,0
98,0
6,0
88,0
91,0
129,0
15,0
409,0
91,0
181,0
4,0
147,0
4,0
2,1
86,0
50,0
65,0
8,0
42,0
2,0
11,0
242,0
176,0
111,0
14,0
300,0
9,0
4,0
81,1
10,0
477,0
2,0
34,1
6,0
129,0
40,0
8,0
2,0
2,0
30,0
3,0
8,0
17,0
6,0
88,0
50,0
4,1
265,0
142,0
18,0
6,1
1,0
5,1
130,0
140,0
5,1
5,1
276,0
2,0
4,0
117,0
51,0
187,0
6,0
55,0
1,0
39,0
40,0
4,0
34,0
176,0
464,0
16,0
12,0
303,0
29,0
8,0
147,0
40,0
2,0
12,0
18,0
2,1
393,0
35,0
565,0
234,0
102,0
29,0
730,0
142,0
106,0
4,0
11,0
2,0
42,0
212,0
47,0
4,0
107,1
13,0
40,0
11,1
2,0
5,0
2,1
230,1
21,1
6,0
9,0
100,0
281,0
9,0
18,0
12,0
50,0
9,0
10,0
5,0
196,0
19,0
9,0
10,0
240,1
4,0
14,0
6,1
9,0
10,1
51,0
22,0
2,0
6,0
2,1
72,0
10,0
40,0
2,1
27,1
131,0
62,0
126,0
4,0
207,0
26,0
224,0
6,0
10,0
4,0
126,1
5,1
153,0
3,0
13,0
30,0
97,0
3,0
19,0
299,0
14,0
134,0
54,0
27,0
91,0
3,1
6,0
2,1
176,0
510,0
5,0
5,0
24,0
47,0
190,0
4,0
9,0
3,0
95,0
2,0
12,1
23,0
5,0
6,0
28,0
5,0
2,1
56,0
28,0
34,0
2,0
3,0
76,0
4,0
5,0
106,0
75,0
194,0
7,0
3,0
9,0
9,0
91,0
102,0
74,0
21,0
71,0
11,0
4,0
149,0
4,0
4,0
3,0
48,0
4,0
1,1
79,0
2,1
9,0
85,0
14,1
10,0
3,0
134,0
227,0
7,0
32,0
2,0
57,0
48,0
231,0
54,0
44,0
249,0
4,1
65,0
91,0
1,0
2,0
482,0
4,0
5,1
2,0
5,0
9,0
2,1
10,1
2,0
83,0
4,0
159,0
6,0
10,0
40,0
7,0
67,0
3,0
46,0
185,0
14,0
4,0
17,0
51,0
233,0
38,0
218,0
64,0
4,0
26,0
3,0
7,0
7,0
106,0
91,0
463,0
19,1
4,0
265,0
8,0
18,0
7,0
56,0
6,0
27,0
121,0
13,0
18,0
2,0
3,0
86,0
37,0
29,0
96,0
5,0
100,0
370,0
26,1
178,0
3,0
4,0
196,0
66,0
4,0
5,0
94,0
150,0
2,0
6,1
24,0
110,0
149,0
179,0
23,0
4,0
2,0
89,0
115,0
79,0
2,0
2,0
4,0
39,0
9,0
3,0
22,0
5,0
3,0
109,0
6,0
5,0
113,0
109,0
5,0
114,0
1,0
12,0
129,0
4,0
220,0
144,0
84,0
288,0
64,0
228,0
7,0
120,0
24,0
61,0
20,0
71,0
12,1
135,0
26,0
14,0
97,0
1,0
13,0
109,0
3,1
3,0
125,0
19,0
26,0
26,0
18,0
21,0
3,0
5,1
5,0
14,0
113,0
186,0
2,1
202,0
2,0
61,0
65,0
2,0
10,0
356,0
23,0
59,0
22,0
102,0
60,0
15,0
68,0
28,0
12,0
416,0
11,0
27,0
15,0
15,0
6,0
7,0
35,0
27,0
6,0
143,0
4,0
157,0
45,0
334,0
9,0
4,0
17,0
19,0
80,0
48,1
7,0
15,0
139,0
2,0
1,1
5,0
2,0
63,0
6,0
207,0
54,0
2,1
3,1
159,0
31,0
129,0
264,0
125,0
315,0
105,0
95,0
5,0
12,0
27,0
4,0
58,0
2,0
13,0
96,0
34,0
2,1
3,0
36,0
53,0
15,0
14,1
210,0
29,0
106,0
201,1
79,0
12,0
26,0
43,0
76,0
202,0
4,0
5,0
27,0
4,0
24,0
12,0
410,0
3,0
26,0
193,0
21,0
97,0
48,0
14,0
16,0
43,0
2,0
67,0
18,1
10,1
11,0
166,0
12,0
81,0
3,0
11,0
65,0
2,0
64,0
501,0
53,0
4,0
13,0
12,0
111,0
3,0
4,0
13,0
629,0
4,1
160,0
329,0
11,0
4,0
131,0
112,0
20,0
214,0
99,0
2,0
177,0
8,0
87,0
2,1
2,0
19,0
23,0
10,1
2,0
5,0
34,0
24,0
4,0
43,0
6,0
25,0
13,0
17,0
111,0
94,0
12,0
2,0
179,0
4,0
8,0
9,0
4,0
1,1
2,0
36,0
9,0
4,0
71,0
21,0
273,0
4,0
246,0
3,0
24,0
7,0
36,0
6,0
358,1
110,0
178,0
12,0
8,0
14,0
8,0
4,1
7,1
25,0
330,0
19,0
1,1
198,0
11,0
7,0
144,0
2,0
4,0
2,0
6,1
2,0
90,0
541,0
4,0
46,1
6,0
4,0
113,0
17,0
28,0
59,0
8,0
287,0
26,0
70,0
9,0
70,0
600,0
1,0
8,0
12,0
7,0
44,0
314,0
174,0
4,0
20,0
2,0
7,0
42,0
25,0
3,0
11,0
22,0
5,0
5,0
2,1
3,1
168,0
16,0
164,0
21,0
404,0
194,0
6,1
109,0
10,0
50,0
15,0
61,0
3,0
10,0
35,0
27,0
47,0
8,0
71,0
4,0
6,0
45,0
17,0
106,1
154,0
4,0
19,1
24,0
21,0
3,0
41,0
43,0
2,0
27,0
130,0
3,0
24,0
2,0
6,0
211,0
119,0
2,0
324,0
29,0
32,0
239,0
104,0
141,0
2,0
14,0
26,0
112,0
39,0
169,0
156,0
13,0
2,0
28,0
11,0
12,0
8,0
90,0
216,0
4,1
97,0
113,0
308,0
1,0
22,0
10,0
17,0
15,0
3,0
3,0
22,0
11,1
4,1
2,0
6,1
2,0
21,0
36,1
140,0
2,0
2,0
213,0
4,0
4,0
42,0
264,0
5,0
103,0
62,0
2,0
394,0
63,1
3,0
32,0
48,0
20,0
1,1
56,0
3,0
171,0
2,0
4,0
5,1
20,0
12,1
2,0
32,0
58,0
12,0
8,0
305,0
6,0
4,0
125,0
25,0
99,0
3,1
5,1
6,0
6,1
8,0
5,0
6,0
4,0
207,0
139,0
26,0
7,0
9,0
7,0
5,1
4,0
10,0
316,0
47,0
2,0
97,0
407,0
5,0
78,0
28,0
1,0
10,0
14,0
2,0
4,0
3,0
153,0
5,0
104,0
6,1
10,0
42,0
6,0
46,0
6,0
65,0
6,0
83,0
2,0
7,0
205,0
181,0
6,1
63,0
35,0
12,0
90,0
18,0
350,0
38,0
120,0
114,0
202,0
58,1
39,0
41,0
160,0
212,0
94,0
86,0
87,0
4,0
162,0
7,0
53,0
25,0
26,0
137,0
10,0
10,0
66,0
16,0
6,0
7,0
135,0
64,0
297,0
9,0
42,0
6,1
16,0
37,0
57,0
6,1
14,0
170,0
94,0
66,0
16,0
38,0
94,0
13,0
3,0
89,0
3,0
3,0
48,0
3,0
31,0
175,0
14,0
59,0
4,0
182,0
144,0
20,0
60,0
3,0
6,0
22,0
15,0
2,0
58,0
15,0
84,0
3,0
11,0
8,0
26,0
4,0
302,0
5,1
3,1
67,0
20,0
52,0
4,0
18,0
3,0
73,0
2,0
6,0
98,0
80,0
2,0
27,0
33,0
379,0
77,0
2,0
5,0
43,0
19,0
2,0
111,0
233,0
40,0
5,0
405,0
476,0
2,0
2,1
45,0
8,1
13,0
115,0
14,0
140,0
4,0
143,0
23,0
335,0
18,0
74,0
9,0
4,0
9,0
78,0
2,0
34,0
245,0
3,1
32,0
1,0
1,0
29,0
131,0
6,0
14,0
23,0
623,0
5,0
15,0
4,0
18,0
10,0
7,0
14,0
1,1
37,0
19,1
83,0
2,1
6,0
43,1
233,0
3,1
16,0
3,0
144,0
52,0
5,1
4,0
39,0
14,0
16,0
5,0
147,0
12,0
165,0
7,1
206,1
58,0
4,0
80,0
28,0
30,0
4,0
2,0
46,0
6,0
4,0
5,0
111,0
32,0
4,0
178,0
50,0
303,0
2,0
8,0
50,0
4,0
3,0
78,0
2,0
38,0
183,0
288,0
254,0
22,0
17,0
10,0
11,0
23,0
217,0
4,0
8,0
109,0
4,0
4,0
5,1
5,0
63,0
6,0
48,0
256,1
273,0
3,0
10,1
12,0
5,0
2,1
91,0
101,0
2,1
111,1
172,0
2,0
10,0
8,0
123,0
19,0
45,0
25,0
32,0
6,0
13,0
67,0
22,0
2,0
13,0
309,0
49,0
4,0
101,0
5,1
4,0
436,0
2,0
21,0
43,1
329,0
67,0
53,0
4,0
176,0
10,0
71,0
56,0
5,0
67,0
46,0
14,0
93,0
6,1
2,0
1,0
2,0
68,0
164,0
35,0
5,0
2,0
77,0
4,0
2,0
12,0
10,0
47,0
22,1
33,1
8,1
173,0
3,0
226,0
47,0
25,0
37,0
183,0
3,0
56,0
24,0
4,0
2,0
11,0
6,0
3,0
29,0
22,0
62,0
217,0
4,1
68,0
236,0
55,0
2,0
168,0
4,0
347,0
16,0
31,0
258,0
15,0
4,0
16,0
23,0
26,0
4,1
6,0
157,0
3,0
48,0
64,0
2,0
4,1
17,0
2,0
7,0
105,0
120,0
3,1
4,0
4,0
110,0
10,0
16,0
26,0
442,0
105,0
39,0
19,0
132,0
35,0
2,0
2,0
21,0
132,0
302,0
6,1
3,1
82,0
22,0
172,0
95,0
3,0
13,1
67,0
11,0
2,0
4,1
13,0
7,0
7,0
103,0
15,0
2,0
2,0
178,0
63,0
90,0
18,0
4,0
173,0
7,0
4,1
161,0
2,0
123,0
4,0
3,0
5,1
26,0
8,0
23,0
7,1
421,0
5,0
158,1
125,1
3,0
2,0
2,0
5,1
15,0
15,1
32,0
4,0
4,0
81,0
115,0
76,0
11,0
10,0
20,0
4,1
4,1
303,0
2,1
3,0
160,0
48,0
157,0
45,0
62,0
49,0
216,0
157,0
60,0
309,0
3,0
4,0
249,0
56,0
7,0
2,0
31,0
20,0
8,0
12,0
34,0
2,0
79,0
364,0
15,0
2,0
14,0
281,0
89,0
35,0
6,0
3,1
166,0
14,0
291,0
12,0
13,0
5,0
65,0
41,0
10,0
4,1
19,0
233,0
6,0
2,0
55,0
24,0
16,0
325,0
27,0
2,0
11,0
15,0
4,0
164,0
4,0
4,1
8,1
482,0
28,0
44,0
21,0
6,0
3,0
66,0
3,0
16,0
3,0
6,0
1,0
121,0
2,0
35,0
2,0
2,0
12,0
29,1
4,0
4,0
12,0
10,0
2,0
36,0
6,0
4,0
5,1
4,0
8,0
8,0
2,0
18,0
154,0
99,0
3,0
6,0
311,0
93,1
8,0
2,0
87,0
9,1
57,0
8,0
76,0
51,0
165,0
2,0
2,0
94,0
4,0
4,0
2,0
320,0
221,0
108,0
27,0
15,1
39,0
17,0
121,0
4,0
365,0
27,1
169,1
5,1
7,0
54,0
39,0
11,0
218,0
64,0
12,0
2,0
17,0
5,0
20,0
42,0
114,0
200,0
3,0
101,0
12,0
3,0
24,0
23,0
4,0
4,0
73,0
4,0
32,0
4,0
4,0
182,0
63,1
89,0
9,1
28,0
61,0
47,0
2,0
207,0
56,0
157,0
2,0
113,0
24,0
100,0
16,0
2,0
31,0
5,0
94,0
10,0
16,0
21,0
155,0
3,0
96,0
13,0
350,0
36,0
10,0
32,0
2,0
160,0
136,0
4,0
44,0
10,0
5,0
58,0
1,0
10,0
6,1
43,0
54,0
2,1
89,0
30,0
131,0
44,0
2,0
11,0
186,0
6,0
55,1
64,0
14,0
2,0
22,0
45,0
5,1
2,0
16,0
6,0
51,0
29,0
13,0
174,0
38,0
4,1
246,0
79,0
502,0
8,0
26,0
2,0
8,0
233,0
29,0
3,1
161,0
1,1
63,0
125,0
13,0
30,0
51,0
90,0
12,0
23,0
24,1
44,0
127,0
14,0
164,0
31,1
1,1
8,1
56,0
29,0
4,0
3,0
3,0
14,0
11,0
5,1
2,0
1,0
2,0
75,0
149,0
34,0
190,0
36,0
33,0
35,0
129,0
10,1
10,0
8,0
2,0
2,0
313,0
28,0
40,0
4,1
2,1
6,0
10,0
377,0
14,0
60,0
30,0
365,1
4,0
38,0
48,0
16,0
9,0
3,1
153,0
32,0
246,0
135,0
32,0
5,0
33,0
8,0
60,0
4,0
75,0
420,0
15,0
81,0
1,1
2,0
20,0
10,0
66,0
4,0
4,0
3,0
21,1
6,0
7,0
279,0
46,0
30,0
13,0
4,0
333,1
4,0
34,0
17,0
2,0
9,0
7,1
134,0
84,0
10,1
68,0
2,0
168,0
256,0
4,0
45,0
8,0
25,0
82,0
28,0
25,0
207,0
2,0
93,0
43,0
264,0
314,0
111,0
180,0
4,0
5,0
2,0
19,1
30,1
40,0
28,0
4,1
13,0
6,1
4,0
25,0
58,0
4,0
84,1
6,0
2,0
51,0
10,0
104,0
51,0
156,0
70,0
6,0
4,0
15,0
30,0
222,0
107,1
124,0
259,0
23,0
200,0
6,0
6,0
249,0
85,0
306,0
96,0
17,0
2,1
53,0
22,0
4,1
1,0
49,0
6,0
2,0
6,1
105,1
11,1
267,0
32,0
10,0
5,0
2,1
38,0
20,0
4,0
8,1
102,0
7,0
25,0
23,0
129,0
16,0
215,0
4,0
82,0
428,0
65,0
5,0
81,0
11,0
233,0
7,0
2,0
330,0
5,0
3,0
30,0
6,0
15,0
20,0
47,0
142,1
77,0
76,0
5,1
17,0
48,0
2,0
4,0
2,0
21,0
3,0
66,0
111,0
315,0
9,0
159,0
9,0
62,1
81,0
168,0
85,0
2,0
15,0
19,0
17,0
5,0
11,0
454,0
3,0
54,0
11,1
4,1
101,0
275,0
145,0
35,0
228,0
14,0
27,0
49,0
11,0
27,0
25,0
4,0
20,0
189,0
80,0
334,0
51,0
3,0
56,0
6,0
256,1
5,0
82,0
159,0
21,0
22,0
5,0
8,0
102,0
195,0
4,0
4,0
2,0
65,0
16,0
19,0
6,0
60,0
3,0
207,0
17,0
156,0
8,0
37,0
153,0
12,0
129,0
5,0
23,0
6,0
5,0
4,0
70,0
3,0
59,0
7,1
5,0
10,0
98,0
5,0
114,0
5,1
6,0
1,1
125,0
57,0
99,0
60,0
4,0
169,0
12,0
109,0
130,0
2,0
4,0
142,0
111,0
18,0
82,1
39,0
2,0
3,0
32,0
4,0
2,0
10,1
104,0
15,0
97,0
11,0
48,0
281,0
5,0
44,0
123,0
2,0
60,0
14,1
50,0
67,0
55,0
22,0
10,0
94,0
321,0
288,0
22,0
10,0
34,0
20,0
8,0
4,0
70,0
5,1
9,0
10,1
297,0
152,0
205,0
3,0
364,0
22,0
32,0
35,0
298,0
13,0
135,0
104,1
96,0
103,0
13,0
3,0
33,0
2,1
190,0
47,0
99,0
154,0
2,0
55,0
56,0
2,1
3,0
4,0
182,0
4,0
12,0
350,0
19,0
217,0
14,0
4,0
191,0
93,0
23,0
6,0
4,0
33,0
41,0
11,0
62,0
110,0
12,0
182,0
315,0
58,0
106,0
120,0
2,0
27,0
5,0
180,0
4,0
9,0
191,0
32,0
95,0
216,0
10,1
20,0
91,0
73,0
12,0
223,0
16,0
102,0
2,0
138,0
92,1
91,0
91,0
20,0
6,0
10,1
12,0
224,0
14,0
264,0
57,0
6,0
6,0
5,1
3,1
146,0
65,0
167,0
36,0
20,1
83,0
229,0
13,0
13,0
6,1
113,0
22,0
8,1
143,0
18,0
178,0
162,0
2,0
4,0
85,0
337,1
4,0
56,0
6,0
198,0
356,0
268,0
4,1
3,0
12,0
19,0
89,1
7,0
5,0
5,0
5,0
14,0
78,0
358,0
5,0
9,0
5,0
25,0
58,0
82,0
62,0
4,0
31,0
4,0
6,0
43,0
3,0
3,0
39,0
8,1
58,0
56,0
172,0
8,0
5,1
19,0
1,0
351,0
47,0
7,0
19,0
101,0
4,0
265,0
48,0
13,0
267,0
8,0
2,0
12,0
45,0
24,0
98,0
73,0
40,0
236,0
78,0
13,0
540,0
119,0
3,0
198,0
91,0
2,0
2,0
7,0
196,0
185,0
3,0
73,0
41,0
19,0
8,1
23,0
2,0
15,0
205,0
2,0
6,1
267,0
8,0
12,0
2,0
93,0
41,0
21,0
5,1
42,0
93,0
110,0
164,0
59,0
7,1
432,1
29,0
4,0
5,0
228,0
36,0
637,0
18,1
205,0
247,0
4,0
26,0
5,0
173,0
80,0
255,0
3,1
2,0
8,0
2,0
73,0
170,0
3,0
9,0
3,0
7,0
65,0
21,0
6,0
3,0
74,0
19,0
3,0
8,0
3,0
22,0
25,0
108,0
17,0
10,0
8,1
3,0
221,0
4,1
9,0
36,0
76,0
2,0
7,0
3,0
36,0
6,1
20,1
8,1
20,0
7,0
30,0
34,0
109,0
75,0
232,0
22,0
141,0
2,0
385,0
2,0
2,0
32,0
8,0
24,0
51,0
5,0
118,0
29,0
2,0
2,0
46,0
89,0
61,0
7,0
542,0
97,0
4,1
4,0
96,0
58,0
26,0
69,0
225,0
119,0
147,0
68,0
48,1
192,0
234,0
4,0
329,0
36,0
5,0
146,0
49,0
196,0
14,0
29,0
63,0
10,0
103,0
5,0
30,0
2,0
6,1
3,0
12,0
134,0
10,0
4,0
14,0
45,0
4,1
59,0
2,1
12,0
7,0
6,0
16,0
235,0
241,0
26,0
68,0
14,0
8,0
257,0
18,0
17,0
172,0
341,0
56,0
26,0
14,0
73,0
80,0
87,0
7,0
170,0
252,0
2,0
9,0
1,0
5,0
208,0
39,0
3,1
4,0
12,0
5,0
6,0
39,0
11,0
128,0
158,0
33,0
39,0
9,0
63,0
3,0
10,0
283,0
3,0
208,1
15,0
27,0
22,0
16,0
16,0
11,0
3,0
15,0
31,0
9,0
12,0
130,0
4,0
4,0
2,0
124,0
71,0
2,0
97,0
3,1
44,0
81,1
151,0
28,0
128,0
30,0
4,0
5,0
4,0
64,0
14,0
3,0
74,0
8,0
113,0
15,0
22,0
3,0
48,0
34,0
29,0
46,0
10,0
34,0
7,0
99,1
2,0
12,0
12,0
234,0
8,0
4,0
33,0
204,0
121,0
2,0
49,0
38,0
12,0
219,0
10,0
15,0
5,0
2,0
25,0
9,0
27,0
165,0
2,0
103,0
23,1
42,0
2,0
10,0
2,1
75,0
71,0
176,0
62,0
17,0
7,0
42,0
6,0
421,0
247,0
3,0
4,0
9,0
34,0
48,0
19,0
4,0
2,0
120,0
9,1
3,0
17,0
14,0
135,0
304,0
13,0
35,0
2,0
16,0
417,0
32,0
8,0
2,0
55,0
57,0
516,0
6,0
7,0
24,0
2,0
6,0
57,0
29,0
45,0
6,0
634,0
249,0
11,0
10,1
111,0
22,0
145,0
27,0
38,0
5,0
238,0
5,0
2,0
5,0
2,0
66,0
30,0
5,0
31,0
39,0
8,0
150,0
6,0
390,0
77,0
82,0
91,0
11,0
8,0
38,0
6,0
39,0
19,0
6,0
19,1
9,1
15,0
42,0
10,0
4,0
306,0
29,0
4,1
16,0
1,0
8,0
2,0
116,1
9,0
2,0
416,0
8,0
66,0
2,0
14,0
3,0
8,0
11,1
9,0
68,0
44,0
3,0
59,0
4,0
101,0
2,0
2,0
5,1
21,0
8,0
206,0
201,0
5,0
38,0
452,0
27,0
13,0
10,0
4,0
111,0
39,0
33,1
39,0
6,0
183,1
28,0
6,0
57,0
38,0
69,0
2,1
22,0
281,0
4,0
20,0
51,0
4,0
42,0
100,0
46,1
30,0
41,0
3,0
28,0
10,0
66,0
5,1
97,0
5,0
24,0
68,0
12,0
37,0
2,0
2,0
3,1
79,0
95,0
18,0
172,1
287,0
13,0
1,0
45,0
356,0
18,0
105,0
49,0
6,0
7,0
2,0
15,0
2,0
3,0
23,0
16,0
8,0
15,0
292,0
2,0
221,0
6,0
11,0
4,0
19,0
147,0
4,0
5,0
2,0
4,1
378,1
36,0
77,0
36,0
2,1
5,0
24,0
2,0
84,0
46,0
68,0
7,1
4,0
4,0
22,0
4,0
2,0
31,0
34,0
127,0
56,0
22,0
3,0
22,0
7,0
5,0
27,0
2,0
98,0
10,0
60,0
38,0
1394,0
105,0
76,0
8,0
5,1
54,0
38,0
5,0
2,0
113,0
30,0
28,0
2,0
32,0
24,0
25,0
1,1
7,0
97,0
119,0
29,0
26,0
14,0
58,0
1,0
4,0
48,0
11,0
4,0
6,0
30,0
32,0
13,0
1,0
8,0
81,0
12,1
5,0
6,0
10,0
81,0
2,0
1,0
3,0
1,0
26,0
18,0
22,0
17,0
39,0
93,0
6,0
57,0
43,0
50,0
8,0
15,0
97,0
43,0
10,0
14,0
45,0
85,0
13,0
9,0
48,0
319,0
33,0
4,0
558,0
140,0
14,0
15,0
83,0
36,0
58,1
1,0
7,0
93,0
33,0
172,0
11,0
8,0
8,0
305,0
222,0
27,0
58,0
356,0
24,0
7,0
6,1
126,0
3,0
105,0
52,0
8,0
6,1
86,0
58,0
144,0
3,0
10,0
114,0
4,0
34,0
114,0
350,0
500,0
89,0
111,0
70,0
78,0
5,0
30,0
7,1
88,0
36,0
20,0
302,0
156,0
191,0
224,0
54,0
5,0
1,1
135,0
12,0
31,0
55,0
6,0
170,0
2,0
2,1
85,0
276,0
19,0
2,0
10,0
4,0
12,0
134,0
27,0
2,0
182,0
3,0
22,0
52,0
159,0
21,0
39,0
235,0
23,0
2,0
7,0
18,0
17,0
74,0
53,0
25,0
568,0
6,0
145,0
4,1
68,0
5,0
65,0
54,0
16,0
2,0
166,0
3,0
8,0
469,1
15,0
6,0
213,0
15,0
10,1
36,0
77,0
107,0
4,0
2,1
7,0
159,0
15,1
4,0
263,0
58,0
95,0
2,0
72,0
6,0
116,0
16,0
24,0
11,0
4,1
43,0
4,0
151,0
4,0
40,0
189,0
246,0
125,0
19,0
93,0
22,0
10,0
39,0
3,0
2,0
64,0
69,0
3,0
13,0
112,0
16,0
6,0
94,0
41,0
42,0
56,0
21,0
129,0
219,0
372,0
66,0
173,0
55,0
9,0
137,0
29,0
29,0
119,0
6,0
101,0
38,0
20,0
49,0
39,0
4,1
4,1
7,0
5,0
4,1
115,0
17,0
183,0
6,1
48,0
263,0
52,0
19,0
46,0
52,0
2,0
31,0
135,0
9,0
56,0
52,0
6,0
21,0
10,0
85,0
13,1
48,0
107,0
35,0
64,0
98,0
2,0
304,0
80,0
4,0
1,0
107,0
72,0
2,0
305,1
99,0
4,0
1,0
24,0
10,0
13,0
6,1
49,0
15,0
2,1
177,0
130,1
89,0
40,0
17,0
133,0
12,0
16,0
9,0
343,0
3,1
4,0
4,0
255,0
328,0
2,0
11,0
77,0
22,1
5,0
181,0
25,0
2,1
28,0
20,0
6,0
57,0
2,1
188,1
18,0
54,0
4,0
4,0
4,0
14,0
20,0
4,0
12,0
8,0
14,0
10,0
2,0
116,0
193,0
1,0
261,0
104,0
3,0
2,0
1,0
114,0
5,1
3,0
63,0
2,1
51,0
4,0
8,0
2,0
13,0
26,0
14,1
8,0
15,0
51,0
120,0
94,0
2,0
10,1
236,0
11,0
50,0
3,0
8,1
18,0
9,0
81,0
122,0
9,0
177,0
2,0
37,1
28,0
88,0
4,0
35,0
28,0
350,0
39,0
74,0
18,0
30,0
9,0
9,0
488,0
6,0
95,0
4,0
10,0
13,0
4,0
156,0
2,1
144,0
150,0
18,0
9,0
26,0
9,0
111,0
4,1
73,0
